/release/rl2992866817/?ref_=bo_yld_table_1,Black Panther,|$700,059,566|,|4,084|,|$700,059,566|,Feb 16,https://pro.imdb.com/company/co0226183/boxoffice/?view=releases&ref_=mojo_yld_table_1&rf=mojo_yld_table_1,Walt Disney Studios Motion Pictures
/release/rl3043198465/?ref_=bo_yld_table_2,Avengers: Infinity War,|$678,815,482|,|4,474|,|$678,815,482|,Apr 27,https://pro.imdb.com/company/co0226183/boxoffice/?view=releases&ref_=mojo_yld_table_2&rf=mojo_yld_table_2,Walt Disney Studios Motion Pictures
/release/rl2071758337/?ref_=bo_yld_table_3,Incredibles 2,|$608,581,744|,|4,410|,|$608,581,744|,Jun 15,https://pro.imdb.com/company/co0226183/boxoffice/?view=releases&ref_=mojo_yld_table_3&rf=mojo_yld_table_3,Walt Disney Studios Motion Pictures
/release/rl1602061825/?ref_=bo_yld_table_4,Jurassic World: Fallen Kingdom,|$417,719,760|,|4,485|,|$417,719,760|,Jun 22,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_4&rf=mojo_yld_table_4,Universal Pictures
/release/rl2488436225/?ref_=bo_yld_table_5,Deadpool 2,|$318,491,426|,|4,349|,|$318,491,426|,May 18,https://pro.imdb.com/company/co0000756/boxoffice/?view=releases&ref_=mojo_yld_table_5&rf=mojo_yld_table_5,Twentieth Century Fox
/release/rl3075966465/?ref_=bo_yld_table_6,Dr. Seuss' the Grinch,|$266,280,410|,|4,141|,|$270,620,950|,Nov 9,https://pro.imdb.com/company/co0005073/boxoffice/?view=releases&ref_=mojo_yld_table_6&rf=mojo_yld_table_6,Universal Pictures
/release/rl3095234049/?ref_=bo_yld_table_7,Jumanji: Welcome to the Jungle,|$235,512,923|,|3,849|,|$404,515,480|,Dec 20,https://pro.imdb.com/company/co0026545/boxoffice/?view=releases&ref_=mojo_yld_table_7&rf=mojo_yld_table_7,Sony Pictures Entertainment (SPE)
/release/rl2449573377/?ref_=bo_yld_table_8,Mission: Impossible - Fallout,|$220,159,104|,|4,395|,|$220,159,104|,Jul 27,https://pro.imdb.com/company/co0023400/boxoffice/?view=releases&ref_=mojo_yld_table_8&rf=mojo_yld_table_8,Paramount Pictures
/release/rl2088535553/?ref_=bo_yld_table_9,Ant-Man and the Wasp,|$216,648,740|,|4,206|,|$216,648,740|,Jul 6,https://pro.imdb.com/company/co0226183/boxoffice/?view=releases&ref_=mojo_yld_table_9&rf=mojo_yld_table_9,Walt Disney Studios Motion Pictures
/release/rl1954383361/?ref_=bo_yld_table_10,Solo: A Star Wars Story,|$213,767,512|,|4,381|,|$213,767,512|,May 25,https://pro.imdb.com/company/co0226183/boxoffice/?view=releases&ref_=mojo_yld_table_10&rf=mojo_yld_table_10,Walt Disney Studios Motion Pictures
/release/rl2734720513/?ref_=bo_yld_table_11,Venom,|$213,312,395|,|4,250|,|$213,515,506|,Oct 5,https://pro.imdb.com/company/co0026545/boxoffice/?view=releases&ref_=mojo_yld_table_11&rf=mojo_yld_table_11,Sony Pictures Entertainment (SPE)
/release/rl2164360705/?ref_=bo_yld_table_12,A Star Is Born,|$201,157,885|,|3,904|,|$215,288,866|,Oct 5,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_12&rf=mojo_yld_table_12,Warner Bros.
/release/rl3108800001/?ref_=bo_yld_table_13,Aquaman,|$199,059,824|,|4,184|,|$335,061,807|,Dec 21,https://pro.imdb.com/company/co0002663/boxoffice/?view=releases&ref_=mojo_yld_table_13&rf=mojo_yld_table_13,Warner Bros.
/release/rl3439363585/?ref_=bo_yld_table_14,Bohemian Rhapsody,|$189,813,133|,|4,000|,|$216,428,042|,Nov 2,https://pro.imdb.com/company/co0000756/boxoffice/?view=releases&ref_=mojo_yld_table_14&rf=mojo_yld_table_14,Twentieth Century Fox
/release/rl2399176193/?ref_=bo_yld_table_15,A Quiet Place,|$188,024,361|,|3,808|,|$188,024,361|,Apr 6,https://pro.imdb.com/company/co0023400/boxoffice/?view=releases&ref_=mojo_yld_table_15&rf=mojo_yld_table_15,Paramount Pictures
